measure_id,ballot_id,state,election_date,election_type,topic,measure_name,description_short,progressive_side,yes_pct,outcome,severity_note,same_ballot_catalog_ids,same_ballot_companions,source_url
mo_20181106_missouri_proposition_b_12_minimum_wage_i,MO_2018-11-06,MO,2018-11-06,general,labor,"Missouri Proposition B, $12 Minimum Wage Initiative","Raises the minimum wage from $7.85 to $12.00 by 2023 in annual steps ($8.60 in 2019 through $12 in 2023), with CPI-W adjustment thereafter.",yes,62.3,pass,$12 by 2023 (from $7.85) + CPI indexing; exempts government employers; doubles damages for underpayment,mo_20181106_amendment_2; mo_20181106_amendment_3; mo_20181106_proposition_c,"Amendment 1 - Clean Missouri: lobbying, campaign finance limits, redistricting; Amendment 2 - medical marijuana legalization (approved); Amendment 3 - competing medical marijuana measure (defeated); Amendment 4 - bingo game management and advertising rules; Proposition C - competing medical marijuana measure (defeated); Proposition D - gas tax increase for roads (defeated)","https://ballotpedia.org/Missouri_Proposition_B,_%2412_Minimum_Wage_Initiative_(2018)"
mt_20181106_i_185,MT_2018-11-06,MT,2018-11-06,general,healthcare,I-185,Extends Montana's existing Medicaid expansion program beyond its 2019 sunset and raises tobacco taxes to fund it.,yes,47.3,fail,expansion continuation + tobacco tax funding (initiated state statute),,I-186 — hard rock mining permit requirements; LR-128 — university system property tax; LR-129 — ballot collection ban,"https://ballotpedia.org/Montana_I-185,_Extend_Medicaid_Expansion_and_Increase_Tobacco_Taxes_Initiative_(2018)"
nd_20181106_measure_3,ND_2018-11-06,ND,2018-11-06,general,cannabis,Measure 3,A YES vote removes marijuana from the state's controlled-substances list for people 21 and older and provides automatic expungement of convictions for legalized substances.,yes,40.6,fail,"unusually sweeping full recreational legalization with no possession limits or regulatory framework, plus automatic expungement; defeated",,Measure 1 — ethics commission and lobbying rules; Measure 2 — citizen-only voting; Measure 4 — volunteer emergency responder benefits,"https://ballotpedia.org/North_Dakota_Measure_3,_Marijuana_Legalization_and_Automatic_Expungement_Initiative_(2018)"
ne_20181106_initiative_427,NE_2018-11-06,NE,2018-11-06,general,healthcare,Initiative 427,Expands Medicaid under the ACA to cover adults under 65 with incomes at or below 138% of the federal poverty level.,yes,53.6,pass,straight statutory expansion (initiated state statute),,,"https://ballotpedia.org/Nebraska_Initiative_427,_Medicaid_Expansion_Initiative_(2018)"
or_20181106_measure_106,OR_2018-11-06,OR,2018-11-06,general,abortion,Measure 106,A YES vote prohibits spending public funds on abortions in Oregon except when medically necessary or federally required.,no,35.5,fail,public funding ban only,,Measure 102 (affordable housing bond flexibility); Measure 103 (ban grocery taxes); Measure 104 (supermajority for revenue bills); Measure 105 (repeal sanctuary state law),"https://ballotpedia.org/Oregon_Measure_106,_Ban_Public_Funds_for_Abortions_Initiative_(2018)"
ut_20181106_proposition_2,UT_2018-11-06,UT,2018-11-06,general,cannabis,Proposition 2,A YES vote legalizes medical marijuana for individuals with qualifying illnesses under a state-issued card system.,yes,52.8,pass,medical only; the legislature replaced it with a compromise bill (H.B. 3001) in a December 2018 special session,ut_20181106_proposition_3,Constitutional Amendment A — military property tax exemption; Constitutional Amendment B — government-leased property tax exemption; Constitutional Amendment C — legislative special sessions; Nonbinding Opinion Question 1 — gas tax advisory; Proposition 3 — Medicaid expansion; Proposition 4 — independent redistricting commission,"https://ballotpedia.org/Utah_Proposition_2,_Medical_Marijuana_Initiative_(2018)"
ut_20181106_proposition_3,UT_2018-11-06,UT,2018-11-06,general,healthcare,Proposition 3,"Expands Medicaid under the ACA to adults with incomes at or below 138% of the federal poverty level, funded by raising the state sales tax by 0.15%.",yes,53.3,pass,statutory expansion with sales tax funding (later scaled back by legislature),ut_20181106_proposition_2,Proposition 2 — medical marijuana; Proposition 4 — independent redistricting commission; Constitutional Amendment A — military property tax exemption; Constitutional Amendment B — government-leased property tax exemption; Constitutional Amendment C — legislative special sessions; Nonbinding Opinion Question 1 — gas tax increase for education,"https://ballotpedia.org/Utah_Proposition_3,_Medicaid_Expansion_Initiative_(2018)"
wv_20181106_amendment_1,WV_2018-11-06,WV,2018-11-06,general,abortion,Amendment 1,A YES vote declares that nothing in the West Virginia constitution secures or protects a right to abortion or requires funding of abortion.,no,51.7,pass,no-right + no-funding amendment,,Amendment 2 (legislative oversight of judicial budget),"https://ballotpedia.org/West_Virginia_Amendment_1,_No_Right_to_Abortion_in_Constitution_Measure_(2018)"
ok_20200630_state_question_802,OK_2020-06-30,OK,2020-06-30,primary,healthcare,State Question 802,Amends the Oklahoma Constitution to expand Medicaid to adults 18-65 with incomes below 138% of the federal poverty level.,yes,50.5,pass,constitutional expansion (initiated amendment; only statewide measure on the June 30 primary ballot),,,"https://ballotpedia.org/Oklahoma_State_Question_802,_Medicaid_Expansion_Initiative_(June_2020)"
mo_20200804_amendment_2,MO_2020-08-04,MO,2020-08-04,primary,healthcare,Amendment 2,Amends the Missouri Constitution to expand Medicaid to adults 19-64 with incomes at or below 138% of the federal poverty level.,yes,53.3,pass,constitutional expansion (initiated amendment; only statewide measure on the Aug 4 primary ballot),,,"https://ballotpedia.org/Missouri_Amendment_2,_Medicaid_Expansion_Initiative_(August_2020)"
az_20201103_proposition_207,AZ_2020-11-03,AZ,2020-11-03,general,cannabis,Proposition 207,"A YES vote legalizes recreational marijuana for adults 21 and older, taxes sales at 16%, and allows expungement of prior marijuana convictions.",yes,60.0,pass,full recreational legalization with conviction expungement; passed four years after a similar 2016 measure narrowly failed,,Proposition 208 — income tax surcharge for education,"https://ballotpedia.org/Arizona_Proposition_207,_Marijuana_Legalization_Initiative_(2020)"
ca_20201103_california_proposition_22_app_based_driv,CA_2020-11-03,CA,2020-11-03,general,labor,"California Proposition 22, App-Based Drivers as Contractors and Labor Policies Initiative","Classifies app-based rideshare and delivery drivers as independent contractors exempt from AB 5 employee classification, with app-specific wage and benefit policies.",no,58.6,pass,"Statewide gig-economy carve-out from AB 5; ~$225M raised (about $206M in support from app companies), the costliest measure on the 2020 CA ballot",,Proposition 14 - stem cell research bond; Proposition 15 - commercial property tax by market value; Proposition 16 - repeal affirmative action ban; Proposition 17 - voting rights for parolees; Proposition 18 - primary voting for 17-year-olds; Proposition 19 - property tax transfers and inheritance rules; Proposition 20 - criminal sentencing and parole; Proposition 21 - local rent control expansion; Proposition 23 - dialysis clinic requirements; Proposition 24 - consumer data privacy; Proposition 25 - replace cash bail with risk assessments,"https://ballotpedia.org/California_Proposition_22,_App-Based_Drivers_as_Contractors_and_Labor_Policies_Initiative_(2020)"
co_20201103_proposition_115,CO_2020-11-03,CO,2020-11-03,general,abortion,Proposition 115,A YES vote prohibits abortion after 22 weeks gestational age except to save the mother's life.,no,41.0,fail,22-week gestational ban,co_20201103_colorado_proposition_118_paid_medical_an,Amendment B (repeal Gallagher property tax amendment); Amendment C (charitable gaming rules); Amendment 76 (citizenship voting requirement); Amendment 77 (gaming town bet limits); Proposition EE (tobacco and nicotine taxes); Proposition 113 (National Popular Vote compact); Proposition 114 (gray wolf reintroduction); Proposition 116 (income tax rate cut); Proposition 117 (voter approval for enterprises); Proposition 118 (paid family and medical leave),"https://ballotpedia.org/Colorado_Proposition_115,_22-Week_Abortion_Ban_Initiative_(2020)"
co_20201103_colorado_proposition_118_paid_medical_an,CO_2020-11-03,CO,2020-11-03,general,labor,"Colorado Proposition 118, Paid Medical and Family Leave Initiative","Establishes a state paid family and medical leave program providing 12 weeks (up to 16 in certain cases) of paid leave, capped at $1,100 per week, funded by a payroll premium split 50/50 between employers and employees.",yes,57.8,pass,"12-16 weeks paid family/medical leave with $1,100/week maximum benefit, payroll-premium funded",co_20201103_proposition_115,"Amendment B - Gallagher Amendment repeal, property tax assessment; Amendment C - charitable gaming rules; Amendment 76 - citizens-only voting language; Amendment 77 - expand casino town gaming limits; Proposition EE - tobacco and nicotine tax increase; Proposition 113 - National Popular Vote compact; Proposition 114 - gray wolf reintroduction; Proposition 115 - 22-week abortion ban; Proposition 116 - income tax rate cut; Proposition 117 - voter approval of TABOR-exempt enterprises","https://ballotpedia.org/Colorado_Proposition_118,_Paid_Medical_and_Family_Leave_Initiative_(2020)"
fl_20201103_florida_amendment_2_15_minimum_wage_init,FL_2020-11-03,FL,2020-11-03,general,labor,"Florida Amendment 2, $15 Minimum Wage Initiative","Raises Florida's minimum wage in steps from $8.56 to $15.00 per hour by September 30, 2026, with CPI indexing thereafter.",yes,60.8,pass,$15 by 2026 via constitutional amendment; required a 60% supermajority and passed with 60.82%,,Amendment 1 - citizens-only voting language; Amendment 3 - top-two open primaries; Amendment 4 - require constitutional amendments to pass twice; Amendment 5 - Save Our Homes property tax portability; Amendment 6 - homestead tax discount for deceased veterans' spouses,"https://ballotpedia.org/Florida_Amendment_2,_$15_Minimum_Wage_Initiative_(2020)"
la_20201103_amendment_1,LA_2020-11-03,LA,2020-11-03,general,abortion,Amendment 1,A YES vote adds language stating that nothing in the Louisiana constitution protects a right to abortion or requires funding of abortion.,no,62.1,pass,no-right amendment (pre-Dobbs insurance for trigger ban),,Amendment 2 (oil and gas well tax assessment); Amendment 3 (rainy day fund for disasters); Amendment 4 (expenditure limit growth formula); Amendment 5 (payments in lieu of property taxes); Amendment 6 (homestead assessment income limit); Amendment 7 (unclaimed property trust fund),"https://ballotpedia.org/Louisiana_Amendment_1,_No_Right_to_Abortion_in_Constitution_Amendment_(2020)"
ms_20201103_initiative_65,MS_2020-11-03,MS,2020-11-03,general,cannabis,Initiative 65,A YES vote (choosing Initiative 65) amends the state constitution to legalize medical marijuana for patients with any of 22 debilitating medical conditions.,yes,73.7,pass,"medical only; presented as Ballot Measure 1 in a two-part vote against legislative Alternative 65A (the either/neither question passed 68.5%, and Initiative 65 beat 65A 73.7%–26.3%); struck down May 14, 2021 by the Mississippi Supreme Court for failing the constitution's five-district signature-distribution requirement, so it never took effect",,Alternative 65A — legislative alternative medical marijuana (same ballot measure); Ballot Measure 2 — gubernatorial runoff elections; Ballot Measure 3 — new state flag design,"https://ballotpedia.org/Mississippi_Ballot_Measure_1,_Initiative_65_and_Alternative_65A,_Medical_Marijuana_Amendment_(2020)"
mt_20201103_i_190,MT_2020-11-03,MT,2020-11-03,general,cannabis,I-190,A YES vote legalizes marijuana for adults over 21 and taxes non-medical marijuana sales at 20%.,yes,56.9,pass,full recreational legalization (statutory); paired with constitutional companion CI-118 on the same ballot,mt_20201103_ci_118,CI-118 — marijuana legal age (companion amendment); LR-130 — limits local firearms regulation; C-46 — initiated amendment distribution requirements; C-47 — initiated statute/referendum distribution requirements,"https://ballotpedia.org/Montana_I-190,_Marijuana_Legalization_Initiative_(2020)"
mt_20201103_ci_118,MT_2020-11-03,MT,2020-11-03,general,cannabis,CI-118,"A YES vote amends the Montana Constitution to authorize the legislature or a citizen initiative to establish a legal age for marijuana purchase, use, and possession.",yes,57.8,pass,"companion constitutional amendment enabling I-190's age-21 limit, not itself a legalization measure",mt_20201103_i_190,I-190 — marijuana legalization (companion statute); LR-130 — limits local firearms regulation; C-46 — initiated amendment distribution requirements; C-47 — initiated statute/referendum distribution requirements,"https://ballotpedia.org/Montana_CI-118,_Allow_for_a_Legal_Age_for_Marijuana_Amendment_(2020)"
nj_20201103_public_question_1,NJ_2020-11-03,NJ,2020-11-03,general,cannabis,Public Question 1,"A YES vote amends the state constitution to legalize the possession and use of marijuana for adults 21 and older and legalizes its cultivation, processing, and retail sale.",yes,67.1,pass,full recreational legalization; first legislatively referred legalization amendment in the U.S.; required enabling legislation to take effect,,Public Question 2 — peacetime veterans property tax deduction; Public Question 3 — redistricting timeline delay,"https://ballotpedia.org/New_Jersey_Public_Question_1,_Marijuana_Legalization_Amendment_(2020)"
nv_20201103_question_2,NV_2020-11-03,NV,2020-11-03,general,marriage,Question 2,"A YES vote amends the Nevada Constitution to recognize marriage between couples regardless of gender, repealing the 2000/2002 one-man-one-woman definition, with a religious solemnization exemption.",yes,62.4,pass,constitutional; repeals dormant ban AND affirmatively recognizes marriage regardless of gender — first state to remove a marriage ban from its constitution by popular vote,,Question 1 — remove constitutional status of Board of Regents (defeated); Question 3 — State Board of Pardons Commissioners duties; Question 4 — constitutional rights of voters; Question 6 — 50% renewable energy standard by 2030 (second vote),"https://ballotpedia.org/Nevada_Question_2,_Marriage_Regardless_of_Gender_Amendment_(2020)"
or_20201103_measure_108,OR_2020-11-03,OR,2020-11-03,general,healthcare,Measure 108,"Raises the cigarette tax by $2.00 to $3.33 per pack and taxes e-cigarettes and other nicotine inhalants at 65% of wholesale price, dedicating revenue to the Oregon Health Authority for the state's Medical Assistance Program (Medicaid) and other health programs.",yes,66.3,pass,tobacco tax funding Medicaid (Oregon Health Plan),,Measure 107 — campaign finance limits; Measure 109 — psilocybin program; Measure 110 — drug decriminalization,"https://ballotpedia.org/Oregon_Measure_108,_Tobacco_and_E-Cigarette_Tax_Increase_for_Health_Programs_Measure_(2020)"
sd_20201103_constitutional_amendment_a,SD_2020-11-03,SD,2020-11-03,general,cannabis,Constitutional Amendment A,"A YES vote legalizes recreational marijuana and requires the legislature to pass laws providing for medical marijuana and hemp sales by April 1, 2022.",yes,54.2,pass,"full recreational plus medical/hemp directives; struck down after passing — a circuit court ruled it violated the single-subject rule, upheld by the South Dakota Supreme Court on November 24, 2021, so it never took effect",sd_20201103_initiated_measure_26,Initiated Measure 26 — medical marijuana; Constitutional Amendment B — Deadwood sports betting,"https://ballotpedia.org/South_Dakota_Constitutional_Amendment_A,_Marijuana_Legalization_Initiative_(2020)"
sd_20201103_initiated_measure_26,SD_2020-11-03,SD,2020-11-03,general,cannabis,Initiated Measure 26,A YES vote establishes a medical marijuana program in South Dakota for individuals with debilitating medical conditions.,yes,69.9,pass,"medical only; survived (unlike companion Amendment A, which was struck down) and took effect July 1, 2021",sd_20201103_constitutional_amendment_a,Constitutional Amendment A — recreational marijuana legalization; Constitutional Amendment B — Deadwood sports betting,"https://ballotpedia.org/South_Dakota_Initiated_Measure_26,_Medical_Marijuana_Initiative_(2020)"
ks_20220802_value_them_both_amendment,KS_2022-08-02,KS,2022-08-02,primary,abortion,Value Them Both Amendment,A YES vote amends the Kansas constitution to declare it creates no right to abortion or abortion funding and to authorize the legislature to regulate abortion.,no,41.0,fail,no-right amendment (would have enabled a ban); first post-Dobbs test,,,https://ballotpedia.org/Kansas_No_State_Constitutional_Right_to_Abortion_and_Legislative_Power_to_Regulate_Abortion_Amendment_(August_2022)
ar_20221108_issue_4,AR_2022-11-08,AR,2022-11-08,general,cannabis,Issue 4,A YES vote legalizes recreational marijuana for adults 21 and older in Arkansas and authorizes licensed commercial sales.,yes,43.8,fail,full recreational,,Issue 1 — legislative special sessions; Issue 2 — 60% vote for ballot initiatives; Issue 3 — religious freedom amendment,"https://ballotpedia.org/Arkansas_Issue_4,_Marijuana_Legalization_Initiative_(2022)"
ca_20221108_proposition_1,CA_2022-11-08,CA,2022-11-08,general,abortion,Proposition 1,"A YES vote enshrines a state constitutional right to reproductive freedom, including abortion and contraception.",yes,66.9,pass,enshrines right (broad reproductive freedom),,Proposition 26 (tribal in-person sports betting); Proposition 27 (online sports betting); Proposition 28 (arts and music education funding); Proposition 29 (dialysis clinic staffing); Proposition 30 (high-income tax for electric vehicles); Proposition 31 (flavored tobacco sales ban referendum),"https://ballotpedia.org/California_Proposition_1,_Right_to_Reproductive_Freedom_Amendment_(2022)"
il_20221108_illinois_amendment_1_right_to_collective,IL_2022-11-08,IL,2022-11-08,general,labor,"Illinois Amendment 1, Right to Collective Bargaining Measure",Amends the Illinois Constitution to create a fundamental right for employees to organize and bargain collectively and to prohibit any law (including right-to-work laws) that interferes with or diminishes that right.,yes,58.7,pass,Constitutional collective-bargaining right that preempts right-to-work laws; dual passage threshold — 60% of votes on the measure OR a simple majority of all ballots cast in the election — passed via the latter with 58.72% on the question,,,"https://ballotpedia.org/Illinois_Amendment_1,_Right_to_Collective_Bargaining_Measure_(2022)"
ky_20221108_constitutional_amendment_2,KY_2022-11-08,KY,2022-11-08,general,abortion,Constitutional Amendment 2,A YES vote amends the Kentucky constitution to state that it creates no right to abortion or requirement to fund abortion.,no,47.7,fail,no-right amendment,,Constitutional Amendment 1 (legislative session flexibility),"https://ballotpedia.org/Kentucky_Constitutional_Amendment_2,_No_Right_to_Abortion_in_Constitution_Amendment_(2022)"
md_20221108_question_4,MD_2022-11-08,MD,2022-11-08,general,cannabis,Question 4,"A YES vote legalizes recreational marijuana for adults 21 and older in Maryland and directs the legislature to enact laws for its use, distribution, regulation, and taxation.",yes,67.2,pass,full recreational (legislatively referred constitutional amendment),,Question 1 — appellate courts renaming; Question 2 — legislator residency requirement; Question 3 — civil jury trial threshold; Question 5 — Howard County Orphans' Court judges,"https://ballotpedia.org/Maryland_Question_4,_Marijuana_Legalization_Amendment_(2022)"
mi_20221108_proposal_3,MI_2022-11-08,MI,2022-11-08,general,abortion,Proposal 3,"A YES vote establishes a state constitutional right to reproductive freedom, including abortion, contraception, and pregnancy care.",yes,56.7,pass,enshrines right (nullified dormant 1931 ban),,Proposal 1 (legislative term limits and financial disclosure); Proposal 2 (voting rights and election policies),"https://ballotpedia.org/Michigan_Proposal_3,_Right_to_Reproductive_Freedom_Initiative_(2022)"
mo_20221108_amendment_3,MO_2022-11-08,MO,2022-11-08,general,cannabis,Amendment 3,"A YES vote legalizes recreational marijuana for adults 21 and older, allows petitions to expunge nonviolent marijuana offenses, and imposes a 6% sales tax on marijuana.",yes,53.1,pass,full recreational with expungement provisions,,Amendment 1 — state treasurer investment authority; Amendment 4 — Kansas City police funding; Amendment 5 — National Guard department; Constitutional Convention Question — constitutional convention,"https://ballotpedia.org/Missouri_Amendment_3,_Marijuana_Legalization_Initiative_(2022)"
mt_20221108_lr_131,MT_2022-11-08,MT,2022-11-08,general,abortion,LR-131,"A YES vote declares infants born alive at any stage legal persons and requires medical care for them, with criminal penalties for providers.",no,47.5,fail,born-alive care mandate with criminal penalties (abortion-adjacent),,C-48 (search warrant for electronic data),"https://ballotpedia.org/Montana_LR-131,_Medical_Care_Requirements_for_Born-Alive_Infants_Measure_(2022)"
nd_20221108_statutory_measure_2,ND_2022-11-08,ND,2022-11-08,general,cannabis,Statutory Measure 2,A YES vote legalizes recreational marijuana use for adults 21 and older in North Dakota.,yes,45.1,fail,full recreational; North Dakota's second recreational defeat after 2018,,Constitutional Measure 1 — term limits,"https://ballotpedia.org/North_Dakota_Statutory_Measure_2,_Marijuana_Legalization_Initiative_(2022)"
ne_20221108_nebraska_initiative_433_minimum_wage_inc,NE_2022-11-08,NE,2022-11-08,general,labor,"Nebraska Initiative 433, Minimum Wage Increase Initiative",Raises Nebraska's minimum wage from $9 to $15 per hour by 2026.,yes,58.7,pass,$9 to $15 by 2026 via initiated state statute in a red state; approved 58.66%,,Amendment 1 - local airport commercial air service funding; Initiative 432 - voter photo ID requirement,"https://ballotpedia.org/Nebraska_Initiative_433,_Minimum_Wage_Increase_Initiative_(2022)"
nv_20221108_nevada_question_2_minimum_wage_amendment,NV_2022-11-08,NV,2022-11-08,general,labor,"Nevada Question 2, Minimum Wage Amendment","Amends the constitution to raise the minimum wage to $12 per hour for all employees by July 1, 2024, eliminating the lower wage tier for workers offered health benefits and the constitutional inflation adjustments, while allowing the legislature to set a higher rate.",yes,55.2,pass,$12 by July 2024; removes the two-tier health-benefit wage system and constitutional CPI adjustments; legislature may go higher,,Question 1 - state Equal Rights Amendment; Question 3 - top-five open primaries and ranked-choice voting,"https://ballotpedia.org/Nevada_Question_2,_Minimum_Wage_Amendment_(2022)"
or_20221108_measure_111,OR_2022-11-08,OR,2022-11-08,general,healthcare,Measure 111,"Amends the Oregon Constitution to establish access to cost-effective, clinically appropriate, and affordable health care as a fundamental right of every resident.",yes,50.7,pass,constitutional right to healthcare,,Measure 112 — remove slavery exception from constitution; Measure 113 — disqualify legislators with unexcused absences; Measure 114 — firearm purchase permits and magazine limits,"https://ballotpedia.org/Oregon_Measure_111,_Right_to_Healthcare_Amendment_(2022)"
sd_20221108_initiated_measure_27,SD_2022-11-08,SD,2022-11-08,general,cannabis,Initiated Measure 27,A YES vote legalizes recreational marijuana possession and use for adults 21 and older in South Dakota.,yes,47.1,fail,full recreational; retry after the 2020 legalization amendment was struck down in court,sd_20221108_constitutional_amendment_d,Constitutional Amendment D — Medicaid expansion,"https://ballotpedia.org/South_Dakota_Initiated_Measure_27,_Marijuana_Legalization_Initiative_(2022)"
sd_20221108_constitutional_amendment_d,SD_2022-11-08,SD,2022-11-08,general,healthcare,Constitutional Amendment D,"Amends the South Dakota Constitution to expand Medicaid to adults with incomes below 138% of the federal poverty level starting July 1, 2023.",yes,56.2,pass,constitutional expansion (initiated constitutional amendment),sd_20221108_initiated_measure_27,Initiated Measure 27 — marijuana legalization,"https://ballotpedia.org/South_Dakota_Constitutional_Amendment_D,_Medicaid_Expansion_Initiative_(2022)"
tn_20221108_tennessee_constitutional_amendment_1_rig,TN_2022-11-08,TN,2022-11-08,general,labor,"Tennessee Constitutional Amendment 1, Right-to-Work Amendment",Adds a section to the state constitution making it illegal for workplaces to require labor union membership as a condition of employment (right-to-work).,no,69.8,pass,Elevates Tennessee's existing statutory right-to-work law into the state constitution; approved 69.8% to 30.2%,,Amendment 2 - acting governor line of succession; Amendment 3 - remove slavery/involuntary servitude as criminal punishment; Amendment 4 - allow religious ministers to serve in legislature,"https://ballotpedia.org/Tennessee_Constitutional_Amendment_1,_Right-to-Work_Amendment_(2022)"
vt_20221108_proposal_5,VT_2022-11-08,VT,2022-11-08,general,abortion,Proposal 5,A YES vote adds a right to personal reproductive autonomy (Article 22) to the Vermont constitution.,yes,76.8,pass,enshrines right (broadest margin of 2022 wave),,Proposal 2 (prohibit slavery and indentured servitude),"https://ballotpedia.org/Vermont_Proposal_5,_Right_to_Personal_Reproductive_Autonomy_Amendment_(2022)"
ok_20230307_state_question_820,OK_2023-03-07,OK,2023-03-07,special,cannabis,State Question 820,A YES vote legalizes recreational marijuana for adults 21 and older in Oklahoma with a 15% excise tax and resentencing/expungement provisions.,yes,38.3,fail,full recreational; standalone March special election — the only measure on the ballot,,,"https://ballotpedia.org/Oklahoma_State_Question_820,_Marijuana_Legalization_Initiative_(March_2023)"
oh_20231107_issue_1,OH_2023-11-07,OH,2023-11-07,odd-year general,abortion,Issue 1,"A YES vote establishes a state constitutional right to make one's own reproductive decisions, including abortion up to fetal viability.",yes,56.8,pass,enshrines right to viability (after August 60%-threshold measure failed),oh_20231107_issue_2,Issue 2 (recreational marijuana legalization),"https://ballotpedia.org/Ohio_Issue_1,_Right_to_Make_Reproductive_Decisions_Including_Abortion_Initiative_(2023)"
oh_20231107_issue_2,OH_2023-11-07,OH,2023-11-07,odd-year general,cannabis,Issue 2,"A YES vote legalizes recreational marijuana for adults 21 and older in Ohio, including purchase, possession, home growth of up to six plants, and a regulated commercial market.",yes,57.2,pass,full recreational (indirect initiated statute); made Ohio the 24th legalization state,oh_20231107_issue_1,Issue 1 — abortion rights amendment,"https://ballotpedia.org/Ohio_Issue_2,_Marijuana_Legalization_Initiative_(2023)"
ak_20241105_alaska_ballot_measure_1_minimum_wage_inc,AK_2024-11-05,AK,2024-11-05,general,labor,"Alaska Ballot Measure 1, Minimum Wage Increase and Paid Sick Leave Initiative","Raises the minimum wage to $15 per hour by July 1, 2027, provides accrued paid sick leave (up to 56 hours at employers with 15+ employees, 40 hours at smaller ones), and bars employer retaliation against workers who skip employer-sponsored political or religious meetings.",yes,58.0,pass,$15 by 2027 plus paid sick leave plus a captive-audience meeting ban bundled in one initiative,,Ballot Measure 2 - repeal top-four ranked-choice voting,"https://ballotpedia.org/Alaska_Ballot_Measure_1,_Minimum_Wage_Increase_and_Paid_Sick_Leave_Initiative_(2024)"
ar_20241105_issue_3,AR_2024-11-05,AR,2024-11-05,general,cannabis,Issue 3,"A YES vote expands Arkansas's medical marijuana program: patient home cultivation, broader practitioner certification, expanded qualifying conditions, telemedicine assessments, and out-of-state card acceptance.",yes,,fail,"medical expansion; the Arkansas Supreme Court ruled on October 21, 2024 that the ballot language was misleading, so although the measure remained printed on ballots, votes were never counted or certified",,Issue 1 — lottery scholarships for vocational programs; Issue 2 — Pope County casino repeal,https://ballotpedia.org/Arkansas_Medical_Marijuana_Expansion_Initiative_(2024)
az_20241105_proposition_139,AZ_2024-11-05,AZ,2024-11-05,general,abortion,Proposition 139,A YES vote establishes a fundamental state constitutional right to abortion before fetal viability.,yes,61.6,pass,enshrines right to viability (replaced 15-week limit),az_20241105_arizona_proposition_138_wages_for_tipped,"Proposition 133 (require partisan primaries); Proposition 134 (initiative signature distribution requirement); Proposition 135 (legislative emergency powers); Proposition 136 (pre-election challenges to initiatives); Proposition 137 (end judicial term limits/retention elections); Proposition 138 (tipped worker wages); Proposition 140 (open primaries, single ballot); Proposition 311 (first responder death benefit fee); Proposition 312 (property tax refund for nuisance non-enforcement); Proposition 313 (life sentence for child sex trafficking); Proposition 314 (border and immigration enforcement); Proposition 315 (regulatory cost approval requirement)","https://ballotpedia.org/Arizona_Proposition_139,_Right_to_Abortion_Initiative_(2024)"
az_20241105_arizona_proposition_138_wages_for_tipped,AZ_2024-11-05,AZ,2024-11-05,general,labor,"Arizona Proposition 138, Wages for Tipped Workers Amendment","Allows tipped workers to be paid 25% less per hour than the minimum wage, provided tips bring their total pay to at least the minimum wage plus $2 for all hours worked.",no,25.2,fail,Would have constitutionalized a 25%-below-minimum tipped wage; rejected roughly 3-to-1 (25.24% yes),az_20241105_proposition_139,Proposition 133 - require partisan primaries; Proposition 134 - initiative signature distribution requirement; Proposition 135 - legislative check on governor's emergency powers; Proposition 136 - pre-election challenges to initiatives; Proposition 137 - end judicial term limits and retention elections; Proposition 139 - constitutional right to abortion; Proposition 140 - open primaries and majority-vote general elections; Proposition 311 - fee-funded death benefit for first responders; Proposition 312 - property tax refund for unenforced nuisance laws; Proposition 313 - life sentence for child sex trafficking; Proposition 314 - state immigration enforcement powers; Proposition 315 - legislative ratification of costly regulations,"https://ballotpedia.org/Arizona_Proposition_138,_Wages_for_Tipped_Workers_Amendment_(2024)"
ca_20241105_proposition_3,CA_2024-11-05,CA,2024-11-05,general,marriage,Proposition 3,A YES vote repeals Proposition 8 (2008) from the California Constitution and declares that the right to marry is a fundamental right.,yes,62.6,pass,constitutional; repeals dormant ban + enshrines affirmative fundamental right to marry,ca_20241105_california_proposition_32_18_minimum_wag; ca_20241105_proposition_35,Proposition 2 — public education facilities bond; Proposition 4 — climate/water/wildfire bond; Proposition 5 — 55% threshold for local housing bonds (defeated); Proposition 6 — remove involuntary servitude from constitution (defeated); Proposition 32 — $18 minimum wage (defeated); Proposition 33 — repeal Costa-Hawkins rent control limits (defeated); Proposition 34 — health provider drug-revenue spending rules; Proposition 35 — permanent managed-care organization tax; Proposition 36 — increase drug and theft crime penalties,"https://ballotpedia.org/California_Proposition_3,_Right_to_Marry_and_Repeal_Proposition_8_Amendment_(2024)"
ca_20241105_california_proposition_32_18_minimum_wag,CA_2024-11-05,CA,2024-11-05,general,labor,"California Proposition 32, $18 Minimum Wage Initiative","Raises California's minimum wage to $18 per hour by 2026 for all employers, with annual cost-of-living adjustments thereafter.",yes,49.3,fail,"$18 by 2026, which would have been the highest state minimum; failed 49.29% to 50.71% — with Massachusetts, the first state rejections of a minimum-wage increase measure since 1996",ca_20241105_proposition_3; ca_20241105_proposition_35,Proposition 2 - public education facilities bond; Proposition 3 - constitutional right to marry; Proposition 4 - climate and water bond; Proposition 5 - lower local bond vote threshold to 55%; Proposition 6 - remove involuntary servitude from constitution; Proposition 33 - repeal Costa-Hawkins rent control limits; Proposition 34 - healthcare provider drug revenue spending rules; Proposition 35 - managed care organization tax for Medi-Cal; Proposition 36 - increase drug and theft crime penalties,"https://ballotpedia.org/California_Proposition_32,_$18_Minimum_Wage_Initiative_(2024)"
